id,"name","image_url","address","access","tele","open_hour","price","rental","parking","lesson","kid","homepage","created_at","updated_at","holiday","prefecture"
181,"ボルダリング専用ジム　Rock You！［新潟市］","http://www.climbing-net.com/wp-content/uploads/2012/12/153-1.jpg","〒950-0891新潟県新潟市東区上木戸1-8-12","新新バイパス（国道7号）竹尾ICより10分／新潟市東区役所より車で5分","025-383-6432","平日18:00〜23:00土日祝13:00〜20:00","【税込価格】
初回登録料：無料１日料金：一般￥1400、学生￥1000、高校生以下￥500","シューズ：￥150（初回無料）チョーク：無料","有／無料／18台","-","可レッスンはないが、既存の課題が厳しい場合はその都度対応対象年齢：6歳〜12歳","http://climbing-niigata.com","2015-07-21 15:14:08","2015-07-21 15:14:08","月曜（祝日の場合は営業）","新潟県"
182,"ボルダリングジム Are　[高岡]","http://www.climbing-net.com/wp-content/uploads/2012/12/161-1.jpg","〒933-0941富山県高岡市内免3-9-56","JR北陸本線高岡駅〜万葉線広小路駅より徒歩5分","080-3047-6848","平日15:00〜23:00土日祝12:00〜20:00","初回登録料：なし１日料金：￥2100１時間￥1050","シューズ：￥315チョーク：￥105","有／無料／20台","毎週金曜日に初心者体験クライミングを開催。1時間￥1365","可※詳細はホームページをご覧下さい","http://are-toyama.com/","2015-07-21 15:14:38","2015-07-21 15:14:38","月曜","富山県"
183,"FCS Arise（エフシーエスアライズ） ［富山市］","http://www.climbing-net.com/wp-content/uploads/2012/12/160-1.jpg","〒939-8211富山県富山市二口町4-7-1","富山地鉄南富山駅より徒歩20分／二口バス停下車徒歩5分／今泉（笹津）バス停下車徒歩12分／北陸道富山ICより5分","080-3745-4243","平日14:00～23:00土日祝10:00～20:00","【税込価格】
初回登録料：￥540１日料金：￥2160
２時間：￥1620","シューズ：￥330
チョーク：￥110ハーネス：講習パックに含むビレイ器具：講習パックに含むロープ：講習パックに含む","有／無料／18台","ロープクライミング講習、外岩","可(基本小学生は1人につき1人の保護者同伴必須、5年生未満利用不可)専用時間帯ありキッズ向け用具レンタルありレッスンあり対象年齢：11歳～","http://fcsarise.jimdo.com/","2015-07-21 15:14:39","2015-07-21 15:14:39","なし（年末年始、盆休）","富山県"
184,"クライミング ウォール テン ［富山市］","http://www.climbing-net.com/wp-content/uploads/2012/12/159-1.jpg","〒939-2243富山県富山市中大久保108-2","JR富山駅よりバス30分、富山南警察署下車徒歩5分／北陸道富山ICより15分","090-8269-2764","平日16:30～21:00土日祝12:00～20:00","【税込価格】
初回登録料：無料１日料金：￥1080（小学生～高校生は半額）","シューズ：￥520チョーク：無料","有／無料／20-30台","-","可キッズ向け用具レンタルあり対象年齢：6歳以上","http://www.climbing-wall-ten.join-us.jp/","2015-07-21 15:14:40","2015-07-21 15:14:40","月曜","富山県"
185,"フリークライミングジム Gecko ゲッコー ［富山市］","http://www.climbing-net.com/wp-content/uploads/2012/12/158-1.jpg","〒930-0171富山県富山市野々上287-1","富山短期大学より徒歩1分","076-436-2933、090-1639-0859","月13:30～16:30火木13:30～22:00金土13:30～20:00日祝13:30～19:00","【税込価格】
初回登録料：無料
１日料金：平日￥1500、土日祝￥2000","シューズ：￥300チョーク：￥100","有／無料／10台","-","可※詳細はホームページをご覧下さい","http://doigecko.sakura.ne.jp/blog/","2015-07-21 15:14:41","2015-07-21 15:14:41","水曜","富山県"
186,"FCSウォール ［富山県下新川郡］","http://www.climbing-net.com/wp-content/uploads/2012/12/157-1.jpg","〒939-0632富山県下新川郡入善町墓ノ木445","北陸道入善スマートIC・黒部ICより10分","090-3760-1058","火-木16:00～23:00土日10:00～20:00","【税込価格】
初回登録料：無料１日料金：￥1300","シューズ：￥220チョーク：￥110","有／無料／30台","-","可レッスンあり対象年齢：6歳〜15歳","http://fcs-wall.jimdo.com/","2015-07-21 15:14:41","2015-07-21 15:14:41","月金","富山県"
187,"クライミングジム ON THE ROCK ［金沢］","http://www.climbing-net.com/wp-content/uploads/2014/11/ontherock_1.jpg","〒921-8051
石川県金沢市黒田1-140","北陸自動車道 金沢西ICより5分","076-256-2835","平日15:00～22:00
土日祝12:00～20:00","【税込価格】
初回登録料：￥100
１日料金：￥2100
夜間料金・時間帯：￥1600（20:00～22:00）","シューズ：￥500
チョーク：無料","有／無料／11台","-","可
10歳以上、保護者同伴のもと","https://sites.google.com/site/ontherockkanazawa/","2015-07-21 15:15:12","2015-07-21 15:15:12","金曜","石川県"
188,"クライミング（ボルダリング）ジム TRIPOD ［野々市］","http://www.climbing-net.com/wp-content/uploads/2012/12/164-1.jpg","〒921-8817石川県野々市市横宮町13-15","北陸道金沢西ICより15分","076-294-3717","平日15:00〜22:00土12:00〜22:00日祝12:00〜20:00","【税込価格】
初回登録料：￥500１日料金：￥2100","シューズ：¥500チョーク：無料（シューズに含む）","有／無料／10台","-","不可","http://ameblo.jp/climb-on-tripod/","2015-07-21 15:15:13","2015-07-21 15:15:13","不定休","石川県"
189,"スポーツクラブ ヴィテンののいち ［野々市］","http://www.climbing-net.com/wp-content/uploads/2012/12/03_no_image2118.jpg","〒921-8817石川県野々市市横宮町128","北陸道金沢西ICより20分","076-294-3110","平日15:00〜22:30土12:00〜22:00日祝10:00〜19:00","初回登録料：￥1575１日料金：体験￥1050","シューズ：￥300ハーネス：￥200チョーク：￥100ビレイ器具：無料","有／無料／300台","ジュニアスクール4歳〜中3対象。週1〜2日。￥6825","可※詳細はホームページをご覧下さい","http://www.v10.co.jp/nonoichi/","2015-07-21 15:15:14","2015-07-21 15:15:14","木曜、10日、20日、30日","石川県"
190,"フリークライミングジム 金沢クライミングウォール","http://www.climbing-net.com/wp-content/uploads/2012/12/162-1.jpg","〒920-0862石川県金沢市芳斉1-6-5","JR金沢駅より徒歩15分","076-231-5312","平日17:00～22:00土12:00～20:00日祝12:00～20:00","初回登録料：なし１日料金：￥1500","シューズ：￥300ハーネス：￥300ロープ：￥300","有／無料／10台","基本を教えます","不可","http://kc-wall.sakura.ne.jp/","2015-07-21 15:15:15","2015-07-21 15:15:15","なし","石川県"
191,"ロックスケイプ ［福井市］","http://www.climbing-net.com/wp-content/uploads/2012/12/165-1.jpg","〒910-0843福井県福井市西開発4-701","北陸道福井北ICより10分／福井駅よりバス・徒歩で20分","0776-53-8238","平日15:00〜22:00土日祝12:00〜20:00","【税込価格】
初回登録料：￥540
１時間：￥1080
１日料金：￥2160
会員料金：月￥8640、半年￥43200","シューズ：￥330チョーク：￥110","有／無料／30台","-","利用は原則として中学生以上","http://www.nelson.co.jp/rockscape/index.html","2015-07-21 15:15:41","2015-07-21 15:15:41","第1月曜","福井県"
192,"クライミングジム ピラニア富士吉田店","http://www.climbing-net.com/wp-content/uploads/2012/12/111-12.jpg","〒403-0005山梨県富士吉田市上吉田4235-1","中央道河口湖ICよりを山中湖方面へ2km、国道139号線中原歩道橋、富士山側","0555-72-9192","平日14:00〜23:00土10:00〜21:00日祝10:00〜20:00","【税込価格】
初回登録料：￥2200（ビジター利用有り）
１日料金（会員）：￥1950、高校・大学生￥1500、小・中学生￥1300
１日料金（ビジター）：￥2500、高校・大学生￥2050、小・中学生￥1850
夜間料金・時間帯（会員のみ）：￥1650、高校・大学生￥1300、小・中学生￥1100（21:00～23:00）","シューズ：￥330チョーク：￥110","有／無料／25台","無料レッスンあり、毎週木曜20:00〜21:00(グレード週替わり)","可※詳細はホームページをご覧下さい","http://www.pirania.jp/index.html","2015-07-21 15:16:34","2015-07-21 15:16:34","火曜","山梨県"
193,"クライミングジム天 ［山梨中央］","http://www.climbing-net.com/wp-content/uploads/2012/12/110-11.jpg","〒409-3843山梨県中央市西花輪1415-10","中央道甲府昭和IC・甲府南ICより約15分","055-274-6946","-","-","-","-","-","-","http://climbing-ten.com/","2015-07-21 15:16:36","2015-07-21 15:16:36","-","山梨県"
194,"クライミングジム ピラニア石和店","http://www.climbing-net.com/wp-content/uploads/2012/12/109-11.jpg","〒406-0045山梨県笛吹市石和町井戸336-2","中央道甲府南ICより石和市街方面に約5分／国道140号井戸南交差点付近","055-261-7621","平日14:00〜23:00土10:00〜21:00日10:00〜20:00","初回登録料：￥2100１日料金：￥1575夜間料金・時間帯：￥1260（21:00〜）","シューズ：￥315ハーネス：￥315チョーク：￥105ビレイ器具：ハーネスに含まれるロープ：￥315","有／無料／15台","リードクライミングを一人前にできるようにするレッスン。1時間￥2100","可※詳細はホームページをご覧下さい","http://www.pirania.jp/","2015-07-21 15:16:36","2015-07-21 15:16:36","月曜","山梨県"
195,"クライミングジム アクティバ ［山梨市］","http://www.climbing-net.com/wp-content/uploads/2012/12/108-1.jpg","〒405-0018山梨県山梨市上神内川1429-3","JR山梨市駅より徒歩3分／中央道勝沼IC・一宮御坂ICより20分","0553-23-2422","平日16:00〜23:00土12:00〜23:00日祝10:00〜22:00","初回登録料：￥1000１日料金：￥1300（26歳以上）、￥1000（19〜25歳）、￥700（18歳以下）","シューズ：￥300（初回無料）チョーク：無料","有／無料／7台＋α","-","可対象年齢：4歳〜12歳","http://www.activ-a.net/","2015-07-21 15:16:37","2015-07-21 15:16:37","水曜","山梨県"
196,"アルティメット クラブ ［長野県上伊那郡］","http://www.climbing-net.com/wp-content/uploads/2012/12/03_no_image21.jpg","〒399-4601長野県上伊那郡箕輪町松島8020-6","JR飯田線伊那松島駅より徒歩10分／中央道伊北ICより5分","0265-79-0173","19:00〜22:00","初回登録料：￥2000１日料金：￥1200","シューズ：無料チョーク：無料","有／無料／10台","-","可※詳細はホームページをご覧下さい","http://www13.plala.or.jp/ultimate-club/","2015-07-21 15:17:02","2015-07-21 15:17:02","金〜月","長野県"
197,"ロックジム ホリエ ［松本］","http://www.climbing-net.com/wp-content/uploads/2012/08/117-11_2.jpg","〒399-0026長野県松本市寿中1-17-9","JR中央線平田駅より徒歩15分／長野道塩尻北ICより10分","0263-86-6092","平日15:00〜22:00土日祝11:00〜20:00","【税込価格】
初回登録料：￥900１日料金：￥1100夜間料金・時間帯：￥1000（閉店2時間前〜）","シューズ：￥200ハーネス：￥100チョーク：￥100ビレイ器具：無料ロープ：無料","有／無料／15台","-","可キッズ向け用具レンタルありレッスンあり小学生","http://www11.plala.or.jp/rghorie/","2015-07-21 15:17:02","2015-07-21 15:17:02","月曜","長野県"
198,"ボルダリングパーク＆セレクトショップ エッジアンドソファー ［松本］","http://www.climbing-net.com/wp-content/uploads/2012/12/116-11.jpg","〒390-0851長野県松本市島内4179-1","長野道松本ICより約5分／JR大糸線島内駅より徒歩5分","0263-31-6183","平日土12:00〜22:30日祝12:00〜21:00","初回登録料：￥1050１日料金：￥1890夜間料金・時間帯：￥¥1575（20:00〜）","シューズ：￥315チョーク：￥210","有／無料／約35台","-","可キッズ向け用具レンタルあり（シューズ）対象年齢：5歳〜12歳程度","http://www.edgeandsofa.jp/","2015-07-21 15:17:03","2015-07-21 15:17:03","なし(臨時休業あり）","長野県"
199,"佐久平ロッククライミングセンター","http://www.climbing-net.com/wp-content/uploads/2012/12/115-11.jpg","〒385-0034長野県佐久市平賀1570-3","JR小海線太田部駅より徒歩4分／中部横断道佐久南ICより10分","0267-64-9789","平日13:00～22:00
祝祭日、週末10:00～18:00","【税込価格】
初回登録料：￥1050１日料金：￥1550
夜間料金・時間帯：￥950（21:00～22:00）","シューズ：￥200
ハーネス：￥300
ビレイ器具：無料
ロープ：￥200","有／／約15台","ロープワークレッスン、ボルダリングレッスン","可
５歳から","http://www.sakudaira-rc.com","2015-07-21 15:17:04","2015-07-21 15:17:04","月曜","長野県"
200,"クライミングジム★ノボリバ ［千曲］","http://www.climbing-net.com/wp-content/uploads/2012/12/03_no_image21.jpg","〒387-0016長野県千曲市寂蒔388","しなの鉄道千曲駅より徒歩10分","026-214-7306","-","-","-","-","-","-","http://www.noboriba.com/","2015-07-21 15:17:05","2015-07-21 15:17:05","-","長野県"
201,"クライミングセンター アートウォール ［長野市］","http://www.climbing-net.com/wp-content/uploads/2012/12/113-11.jpg","〒381-2203長野市真島町川合189-1","上信越道須坂長野東IC・長野ICより15分","026-284-8136","平日13:00～22:00土10:00～22:00日祝10:00～20:00","【税込価格】
初回料金：￥2000、子供￥1500
２回目以降１日料金：￥1000、子供￥800","シューズ：￥200ハーネス：￥100チョーク：￥100ビレイ器具：無料ロープ：￥100","有／無料／40台","ジュニア教室、プライベートレッスン","可キッズ向け用具レンタルありレッスンあり（小学生対象の完全予約制マンツーマンの「ジュニア教室」あり）対象年齢：3歳〜12歳（小学生）","http://artwall.jp","2015-07-21 15:17:05","2015-07-21 15:17:05","無し（不定休・年末年始休業）","長野県"
202,"クライミングジム・バックカントリー ハングドッグ ［長野市］","http://www.climbing-net.com/wp-content/uploads/2012/12/112-1.jpg","〒380-0913長野市川合新田962-2","ビッグハットバス停下車徒歩5分","050-1338-3361","平日17:00〜22:50土13:00〜22:50日10:00〜20:00","初回登録料：￥1000
１日料金：￥1000","シューズ：￥200ハーネス：￥200チョーク：￥100ビレイ器具：無料ロープ：￥300","有／無料／20台","希望に応じて","可※詳細はホームページをご覧下さい","http://www.geocities.jp/climbing_gym_hang_dog/","2015-07-21 15:17:06","2015-07-21 15:17:06","月曜","長野県"
203,"ACS88 ［多治見］","http://www.climbing-net.com/wp-content/uploads/2014/10/acs88_01.jpg","〒507-0836
岐阜県多治見市昭和町88-2","JR中央線多治見駅より徒歩10分／中央道多治見ICより5分","090-6541-7688","平日13:30～23:45
土13:00～23:00
日13:00～22:00","【税別価格】
初会登録料：￥500
１日料金：￥1100","シューズ：￥200","有／無料／10台","-","-","http://climb-fight-ysb.com/acs88/","2015-07-21 15:17:39","2015-07-21 15:17:39","水曜日（祝日の場合も休ませて頂きます）","岐阜県"
204,"クライミングフィールド グラニット ［多治見］","http://www.climbing-net.com/wp-content/uploads/2014/09/guranitto_2.jpg","〒507-0071
 岐阜県多治見市旭ヶ丘10-6-57 山浜商店2F","美濃焼却センター8番街。東鉄バス美濃焼却団地下車徒歩5分／中央道多治見ICより7分","0572-44-8176","平日17:00～23:00
水曜のみ13:00～23:00
土日祝12:00～20:00","【税込価格】
初回登録料：￥1000
１日料金 平日：一般￥1700、18歳未満￥1200、
１日料金 土日祝：一般￥2100、18歳未満￥1600
月間パス、回数券あり","シューズ：￥300
チョーク：無料","有／無料／15台","-","可（一部条件あり、詳細はホームページをご覧ください）","http://www.t-granite.com","2015-07-21 15:17:40","2015-07-21 15:17:40","月曜（臨時営業の場合あり）","岐阜県"
205,"クライミングジム Bumpy 岐阜店","http://www.climbing-net.com/wp-content/uploads/2014/09/bumpygifu_1.jpg","〒500-8212
岐阜県岐阜市日野南9-3-2","東海北陸岐阜各務原ICより16分","058-240-2575","平日14:00～22:30
土日祝12:00～21:00","【税込価格】
初回登録料：￥820
１日料金：男性￥1550、女性￥1340、学生￥1030、高校生以下￥820
特別料金：平日のみ　早割り14:00～16:00入店で2時間￥1030、平日（18:00～）のみ　男女ペア割【2人で￥2580】　レディース割（女性2人以上）【1人あたり￥1130】","シューズ：￥310
チョーク：￥100","有／無料／10台","-","可","http://www.bumpy21.com/","2015-07-21 15:17:40","2015-07-21 15:17:40","なし（臨時休業はHPにて）","岐阜県"
206,"クライミングジムBUBU 大垣店","http://www.climbing-net.com/wp-content/uploads/2014/05/bubu_ogaki_1.jpg","〒503-0816
岐阜県大垣市小泉町118","JR大垣駅より車で５分／大垣ICより車で７分／大垣駅より羽島方面バス 小泉より徒歩２分","0584-76-3868","9:00～23:00","【税込価格】
初回登録料：￥500
１日料金：一般￥2150","シューズ：￥300
チョーク：￥100","有／無料／30台","-","可
小学１年生から","http://climbinggymbubu.jimdo.com/","2015-07-21 15:17:41","2015-07-21 15:17:41","年中無休","岐阜県"
207,"クライミングジムBUBU 岐阜店","http://www.climbing-net.com/wp-content/uploads/2014/05/bubu_gifu_1.jpg","〒501-6115
岐阜県岐阜市柳津町丸野1-41","羽島ICより車で10分／名鉄竹鼻線 柳津駅より徒歩5分","058-227-3069","9:00～23:00","【税込価格】
初回登録料：￥500
１日料金：一般￥2150","シューズ：￥300
チョーク：￥100","有／無料／20台","-","可
小学１年生から","http://climbinggymbubu.jimdo.com/","2015-07-21 15:17:42","2015-07-21 15:17:42","年中無休","岐阜県"
208,"クライミングクラブ ボンクラージュ ［恵那］","http://www.climbing-net.com/wp-content/uploads/2013/09/boncoourage_1.jpg","〒509-7201
岐阜県恵那市大井町2087-244","中央道恵那ICより10分／docomo&auの斜め前","080-3668-1277（仮）","平日18:00～22:00
土日祝13:00～19:00","-","-","-","-","可
※小学生はボンクラージュをご利用になったことのある保護者・引率者の方の同伴が必要
※詳細はホームページをご覧下さい","http://boncourage.jimdo.com/","2015-07-21 15:17:43","2015-07-21 15:17:43","月曜","岐阜県"
209,"EIGHT-ROCK ［飛騨］","http://www.climbing-net.com/wp-content/uploads/2013/02/Attachment-1-3.jpg","〒506-1121
岐阜県飛騨市神岡町殿字山越447-1","道の駅スカイドーム神岡より徒歩5分","0578-84-0002","平日19:00～23:00
土日11:00～18:00","【税込価格】
初回登録料：￥1100
１日料金：大人￥1100、子￥550","シューズ：￥300
チョーク：無料","有／20台","-","可
小学生以上","http://eightrock.jimdo.com/","2015-07-21 15:17:43","2015-07-21 15:17:43","水曜","岐阜県"
210,"クライミングジム X-wall ［岐阜県羽島郡］","http://www.climbing-net.com/wp-content/uploads/2012/12/151-1.jpg","〒501-6017岐阜県羽島郡岐南町徳田西1-100","名鉄岐南駅より徒歩5分","058-274-4522","-","【税込価格】
初回登録料：無料
１日料金：￥2000","シューズ：無料
チョーク：無料","有／無料／18台","いつでもアドバイス致します","可
就学児から","http://x-wall.jp/","2015-07-21 15:17:44","2015-07-21 15:17:44","-","岐阜県"
211,"R&F クライミングジム／ボルダリングジム ［各務原］","http://www.climbing-net.com/wp-content/uploads/2012/12/149-1.jpg","〒509-0104岐阜県各務原市各務おがせ町9-382-2","名鉄苧ヶ瀬駅より徒歩10分／岐阜のボルダーエリア「ふくべ」「恵那・笠置」より車で約1時間","058-322-6527","平日15:00〜22:30土12:00〜22:30日祝12:00〜21:00","初回登録料：￥500１日料金：￥1600","シューズ：￥300チョーク：￥100","有／無料／30台","-","可※詳細はホームページをご覧下さい","http://www.r-and-f.info","2015-07-21 15:17:45","2015-07-21 15:17:45","なし（年末年始、盆休のことあり）","岐阜県"
212,"魚動クライミングジム ［各務原］","http://www.climbing-net.com/wp-content/uploads/2012/12/03_no_image2110.jpg","〒509-0108岐阜県各務原市須衛町4-274-1","東海北陸道岐阜各務原IC・関ICより10分／県道17号沿いテクノプラザ口信号北20m","058-385-2787","-","-","-","-","-","-","http://www.geocities.jp/gyodoclimbing/","2015-07-21 15:17:46","2015-07-21 15:17:46","-","岐阜県"
213,"ロッククライミング・ボルダリングジム Mono Loco（モノロコ）［可児］","http://www.climbing-net.com/wp-content/uploads/2012/12/147-11.jpg","〒509-0201岐阜県可児市川合115-1","東海環状道可児御嵩ICより10分／JR美濃加茂駅より車で10分","0574-50-1329","月-土13:00～22:00日祝11:00～20:00","初回登録料：￥500１日料金：￥2000","シューズ：￥300チョーク：￥100","有／無料／18台","-","可※詳細はホームページをご覧下さい","http://monoloco.sakura.ne.jp/climbing/","2015-07-21 15:17:54","2015-07-21 15:17:54","木曜（祝日の場合は営業。振替なし）","岐阜県"
214,"クライミングジム TOPS ［下呂］","http://www.climbing-net.com/wp-content/uploads/2012/12/145-1.jpg","〒509-2205岐阜県下呂市少ヶ野244-9","JR下呂駅より徒歩7分","090-7301-0314","平日18:00～23:00日祝12:00～18:00","【税込価格】
初回登録料：￥550
１日料金：一般￥2000
平日２時間：￥1300","シューズ：￥325
ハーネス：￥325
チョーク：￥110
ビレイ器具：無料
ロープ：無料","有／無料／15台","無料でいつでもレッスンOKです！","可※詳細はホームページをご覧下さい","http://www.gerotops.com/","2015-07-21 15:17:54","2015-07-21 15:17:54","土曜","岐阜県"
215,"クライミングジム ハイマウント ［高山］","http://www.climbing-net.com/wp-content/uploads/2012/12/144-11.jpg","〒506-0053岐阜県高山市昭和町3-79-6","JR高山駅より徒歩10分／中部縦貫道高山西ICより10分","0577-77-9142","平日15:00〜22:30土日祝13:00〜21:00","【税込価格】
初回登録料：なし
１日料金：平日￥1900、土日祝￥2000
２時間：￥1200","シューズ：￥300
チョーク：￥100","有／無料／15台","-","可
小学生以上","http://blogs.yahoo.co.jp/jo2rjd","2015-07-21 15:17:55","2015-07-21 15:17:55","月曜","岐阜県"
216,"プラネット クライミングジム 静岡店","http://www.climbing-net.com/wp-content/uploads/2015/07/planet_shizuoka04.jpg","〒421-0113　
静岡県静岡市駿河区下川原6-5-35","下川原バス停から徒歩4分／安倍川駅から徒歩19分／静岡インターから車で7分／焼津インターから車で15分","054-269-6616","平日9:30～23:00
土祝10:00～23:00
日10:00～21:00","【税別価格】
初回登録料：￥1000
１日料金：￥1800
２時間料金：￥1400","シューズ（チョーク込み）：￥300
チョーク：￥100","有／無料／30台","-","可　0歳～","http://www.planet-climbing.net/","2015-07-21 15:18:17","2015-07-21 15:18:17","なし","静岡県"
217,"QRiMo ［御前崎］","http://www.climbing-net.com/wp-content/uploads/2014/05/qrimo_3.jpg","〒437-1612
静岡県御前崎市池新田4359-68","東名高速道路 牧之原ICより473バイパス・150バイパスを経て、車で5分","0537-29-7031","平日11:00～22:30
土日祝10:00～20:00","【税別価格】
初回登録料：￥1500
１日料金：￥1500～","シューズ：￥350
チョーク：￥100","有／無料／400台","-","可","http://www.qrimo.co.jp/","2015-07-21 15:18:18","2015-07-21 15:18:18","定休日無し（セットや工事等で臨時休業有り・HP等にて告知）","静岡県"
218,"Climbing JAM 2 ［浜松］","http://www.climbing-net.com/wp-content/uploads/2014/04/jam2_1.jpg","〒435-0048
静岡県浜松市東区上西町1020-1 浜松プラザ フレスポ1F","JR東海道新幹線、JR東海道本線 浜松駅からバス18分／東名高速浜松ICから車で15分","053-589-3338","平日13:00～23:00
土10:00～22:00
日10:00～21:00","【税込価格】
初回登録料：￥1050
１日料金：平日￥1575、土日祝￥2100
夜間料金・時間帯：￥1260（21:00～）","シューズ：￥315
チョーク：￥105","有／無料／約3,500台","-","可
年齢制限なし","http://www.climbingjam.com","2015-07-21 15:18:19","2015-07-21 15:18:19","年中無休（年末年始を除く）","静岡県"
219,"ボルダリングジム VraiCiel ［浜松］","http://www.climbing-net.com/wp-content/uploads/2014/03/vraiciel_1.jpg","〒432-8052
静岡県浜松市南区東若林町1506","「中部印刷」北側隣／遠鉄バス「東若林」停留所より徒歩3分（浜松駅発４のりば 10番または12番バス）","053-555-3589","平日16:00～22:30
土日祝10:00～21:00","初回登録料：￥1000
１日料金：￥1800
夜間料金・時間帯：￥1500（18:00〜22:30）","シューズ：￥300
チョーク：￥100","有／無料／40台","-","可
小学１年生から","http://vraiciel.com/","2015-07-21 15:18:19","2015-07-21 15:18:19","なし","静岡県"
220,"Climbing JAM S YAIZU ［焼津］","http://www.climbing-net.com/wp-content/uploads/2013/09/jam_yaizu_11.jpg","〒425-0086
静岡県焼津市小土489-1","JR東海道線 西焼津駅より徒歩20分／東名高速焼津ICより10分","054-639-9920","平日13:00～23:00
土日祝11:00～21:00","初回登録料：￥1050
１日料金：平日￥1575　土日祝￥2100
夜間料金・時間帯：￥1575（18:00～）、￥1260（21:00～）","シューズ：￥315
チョーク：￥105","有／無料／30台","-","可
小学生から","http://www.climbingjam.com/index.html/","2015-07-21 15:18:20","2015-07-21 15:18:20","火曜","静岡県"
221,"プラネット クライミングジム 袋井店","http://www.climbing-net.com/wp-content/uploads/2013/04/IMG_0990_R.jpg","〒437-0065
静岡県袋井市堀越5-20-8","東名袋井ICより2分／1号バイパス堀越ICより3分","0538-30-7169","月水金9:00～23:00
火木14:00～23:00
土祝10:00～23:00
日10:00～21:00","初回登録料：￥1000
１日料金：￥1600～￥2000、2時間￥1200～￥1400","シューズ＆チョーク：￥300","有／無料／18台","-","可
0歳～子供専用壁あり
※小学生以下は保護者同伴","http://www.planet-climbing.net/","2015-07-21 15:18:21","2015-07-21 15:18:21","なし","静岡県"
222,"サニーロック沼津","http://www.climbing-net.com/wp-content/uploads/2013/04/246-1.jpg","〒410-0062
静岡県沼津市宮前町7-17","JR東海御殿場線大岡駅より徒歩20分","055‐943-7051","平日15:00～22:30
土日祝11:00～20:00","【税込価格】
初回登録料：￥600
１日料金：￥1600","シューズ：￥150
ハーネス：￥100
チョーク：￥100
ビレイ器具：￥100
ロープ：￥100","有／無料／20台","リード講習","可
年齢は任意※保護者同伴","http://www.sunny-69.com/","2015-07-21 15:18:22","2015-07-21 15:18:22","なし","静岡県"
223,"スクエア クライミングセンター ［浜松］","http://www.climbing-net.com/wp-content/uploads/2013/11/s_gym_sample.jpg","〒435-0057静岡県浜松市東区中田町449","東名高速浜松ICより10分","053-411-8455","平日12:00～22:00土日祝10:00～21:00","【税込価格】
初回登録料：￥1000１日料金：￥2500夜間料金・時間帯：￥1800（18:00〜）","シューズ：￥350ハーネス：￥200チョーク：￥150ビレイ器具：￥100","有／無料／40台","レベルアップスクール（リードクライミングとそのビレイ方法）","可※詳細はホームページをご覧下さい","http://www.freeclimbing.co.jp","2015-07-21 15:18:22","2015-07-21 15:18:22","なし","静岡県"
224,"Climbing JAM ［静岡市］","http://www.climbing-net.com/wp-content/uploads/2012/12/122-12.jpg","〒422-8005静岡県静岡市駿河区池田128-1","JR東静岡駅南口より徒歩6分／東名高速静岡ICより20分","054-266-3747","平日13:00〜23:00土10:00〜22:00日祝10:00〜21:00","初回登録料：￥1050１日料金：平日￥1890、土日祝￥2100夜間料金・時間帯：￥1575（18:00〜）、￥1260（21:00〜）","シューズ：￥315チョーク：￥105","有／無料／24台","2ヶ月に1回ペースで伊東秀和氏の単発レッスンあり","可※詳細はホームページをご覧下さい","http://www.climbingjam.com/","2015-07-21 15:18:23","2015-07-21 15:18:23","なし","静岡県"
225,"クライミングジム ビッグロック静岡店","http://www.climbing-net.com/wp-content/uploads/2012/12/121-11.jpg","〒421-1215静岡市葵区羽鳥2-1-10","JR静岡駅よりバス15分、徒歩3分。1号バイパス羽鳥ICより1分","054-278-8688","火17:00〜22:00水木14:00〜22:00土日祝10:00〜20:00","【税込価格】
初回登録料：￥220
１日料金：平日￥1620、土日祝￥2160
夜間料金・時間帯：￥1620（休日18:00～）","シューズ：￥300ハーネス：￥200チョーク：￥100ロープ：￥300","有／無料／12台","ボルダー体験レッスン","可※詳細はホームページをご覧下さい","http://www.big-rock.jp","2015-07-21 15:18:24","2015-07-21 15:18:24","月金（祝日の場合は翌日）","静岡県"
226,"サニーロック富士","http://www.climbing-net.com/wp-content/uploads/2012/08/sunnyrock_fuji1.jpg","〒419-0205静岡県富士市天間902-4","JR身延線富士根駅より徒歩10分／東名富士ICより車で10分","0545-32-8415","平日15:00～23:00土日祝11:00〜20:00","【税込価格】
初回登録料：￥600
１日料金：￥1600","シューズ：￥150
チョーク：￥100","有／無料／12台","-","可
年齢制限なし","http://www.sunny-69.com/","2015-07-21 15:18:32","2015-07-21 15:18:32","なし","静岡県"
227,"クライミングストリートB★SPOT ［浜松］","http://www.climbing-net.com/wp-content/uploads/2012/08/125-1.jpg","〒433-8117静岡県浜松市中区高丘東1--2-19","東名高速浜松西ICより5分／JR浜松駅より41・51番バス本田技研西下車徒歩3分","053-436-2727","平日17:00～23:00土15:00～21:00","【税込価格】
初回登録料：￥1000１日料金：￥1500夜間料金・時間帯：￥1200（21:00～）","シューズ：￥300","有／無料／16台","-","可※詳細はホームページをご覧下さい","http://b-spot.jp","2015-07-21 15:18:33","2015-07-21 15:18:33","日曜","静岡県"
